Instrument Type,Date,Traded Contract(Lots),Total Value (Lacs),Premium Value (Lacs)
FUTCOM,22 Mar 2019,1205652,3055919.08,-
OPTFUT,22 Mar 2019,4626,64052.68,-
OPTFUT,25 Mar 2019,4109,55919.24,-
FUTCOM,25 Mar 2019,1127535,2720406.95,-
OPTFUT,26 Mar 2019,4075,51640.86,-
FUTCOM,26 Mar 2019,1044268,2724645.53,-
OPTFUT,27 Mar 2019,5413,72122.4,-
FUTCOM,27 Mar 2019,1231573,3151212.49,-
OPTFUT,28 Mar 2019,5949,44980.22,-
FUTCOM,28 Mar 2019,1228185,3198182.48,-
FUTCOM,29 Mar 2019,1145403,3018640.09,-
OPTFUT,29 Mar 2019,5590,38581.98,-
FUTCOM,01 Apr 2019,1039543,2496011.13,-
OPTFUT,01 Apr 2019,4629,30430.2,-
FUTCOM,02 Apr 2019,1092674,2615902.86,-
OPTFUT,02 Apr 2019,5587,36070.23,-
OPTFUT,03 Apr 2019,5860,42461.9,-
FUTCOM,03 Apr 2019,1131399,2804442.16,-
FUTCOM,04 Apr 2019,1157731,2921535.1,-
OPTFUT,04 Apr 2019,4961,38721.41,-
OPTFUT,05 Apr 2019,5129,31389.1,-
FUTCOM,05 Apr 2019,1043651,2597924.36,-
OPTFUT,08 Apr 2019,10499,64680.06,-
FUTCOM,08 Apr 2019,1040820,2636078.0,-
FUTCOM,09 Apr 2019,1059878,2691860.27,-
OPTFUT,09 Apr 2019,7098,43918.43,-
FUTCOM,10 Apr 2019,962457,2529229.96,-
OPTFUT,10 Apr 2019,5258,35096.53,-
FUTCOM,11 Apr 2019,1119668,2937734.18,-
OPTFUT,11 Apr 2019,8293,56706.45,-
FUTCOM,12 Apr 2019,961639,2503761.7,-
OPTFUT,12 Apr 2019,8316,53471.18,-
FUTCOM,15 Apr 2019,957747,2435483.59,-
OPTFUT,15 Apr 2019,8369,56469.18,-
FUTCOM,16 Apr 2019,1027030,2695157.57,-
OPTFUT,16 Apr 2019,9149,61285.33,-
FUTCOM,17 Apr 2019,590383,1521964.6,-
OPTFUT,17 Apr 2019,2558,23362.86,-
OPTFUT,18 Apr 2019,2935,30790.34,-
FUTCOM,18 Apr 2019,932106,2449146.04,-
FUTCOM,22 Apr 2019,852533,2140496.11,-
OPTFUT,22 Apr 2019,4012,30637.55,-
OPTFUT,23 Apr 2019,4406,37624.9,-
FUTCOM,23 Apr 2019,1134672,2905718.87,-
FUTCOM,24 Apr 2019,981156,2588402.94,-
OPTFUT,24 Apr 2019,4631,44465.58,-
FUTCOM,25 Apr 2019,940375,2539594.88,-
OPTFUT,25 Apr 2019,4765,44700.32,-
FUTCOM,26 Apr 2019,1391142,3366664.34,-
OPTFUT,26 Apr 2019,8591,53314.3,-
OPTFUT,30 Apr 2019,6449,52928.85,-
FUTCOM,30 Apr 2019,1279243,3334197.81,-
OPTFUT,01 May 2019,4486,30620.52,-
FUTCOM,01 May 2019,801031,1979817.01,-
OPTFUT,02 May 2019,10245,91526.81,-
FUTCOM,02 May 2019,1163531,2945652.74,-
OPTFUT,03 May 2019,7800,62081.43,-
FUTCOM,03 May 2019,1226725,2990165.12,-
FUTCOM,06 May 2019,1138540,2602425.44,-
OPTFUT,06 May 2019,9246,61505.41,-
FUTCOM,07 May 2019,1134845,2764441.94,-
OPTFUT,07 May 2019,8141,54878.86,-
FUTCOM,08 May 2019,1168175,2881693.71,-
OPTFUT,08 May 2019,9441,74063.12,-
FUTCOM,09 May 2019,1137637,2933200.69,-
OPTFUT,09 May 2019,9494,76905.92,-
FUTCOM,10 May 2019,1084391,2656871.59,-
OPTFUT,10 May 2019,7566,60672.9,-
FUTCOM,13 May 2019,1366793,3331517.21,-
OPTFUT,13 May 2019,20200,185486.73,-
OPTFUT,14 May 2019,10447,70997.96,-
FUTCOM,14 May 2019,1162067,2820243.18,-
FUTCOM,15 May 2019,1152606,2809716.64,-
OPTFUT,15 May 2019,11668,84209.44,-
OPTFUT,16 May 2019,16671,114605.21,-
FUTCOM,16 May 2019,1099109,2792028.61,-
OPTFUT,17 May 2019,5258,87619.61,-
FUTCOM,17 May 2019,1128461,2849786.26,-
OPTFUT,20 May 2019,6456,86723.56,-
FUTCOM,20 May 2019,1068020,2580100.78,-
FUTCOM,21 May 2019,957246,2365096.72,-
OPTFUT,21 May 2019,3769,46098.65,-
OPTFUT,22 May 2019,5923,46652.5,-
FUTCOM,22 May 2019,1036392,2428799.08,-
FUTCOM,23 May 2019,1146358,2735845.09,-
OPTFUT,23 May 2019,11274,97227.34,-
FUTCOM,24 May 2019,1165843,2565812.33,-
OPTFUT,24 May 2019,7938,85735.17,-
FUTCOM,27 May 2019,805152,1868011.55,-
OPTFUT,27 May 2019,4027,34054.17,-
FUTCOM,28 May 2019,1181103,2754755.51,-
OPTFUT,28 May 2019,5445,46583.15,-
FUTCOM,29 May 2019,1378413,2999125.16,-
OPTFUT,29 May 2019,9473,71112.85,-
FUTCOM,30 May 2019,1281656,2977231.54,-
OPTFUT,30 May 2019,8127,45650.35,-
FUTCOM,31 May 2019,1376353,3047020.04,-
OPTFUT,31 May 2019,11246,71173.61,-
OPTFUT,03 Jun 2019,14404,87782.65,-
FUTCOM,03 Jun 2019,1493772,3055813.26,-
FUTCOM,04 Jun 2019,1454508,2994077.54,-
OPTFUT,04 Jun 2019,10949,61160.65,-
FUTCOM,05 Jun 2019,913922,2028469.25,-
OPTFUT,05 Jun 2019,10395,62760.86,-
FUTCOM,06 Jun 2019,1224514,2528866.12,-
OPTFUT,06 Jun 2019,8631,63418.86,-
OPTFUT,07 Jun 2019,15400,88638.79,-
FUTCOM,07 Jun 2019,1493321,3302138.56,-
FUTCOM,10 Jun 2019,1120550,2479525.31,-
OPTFUT,10 Jun 2019,8598,46554.25,-
OPTFUT,11 Jun 2019,8804,66858.66,-
FUTCOM,11 Jun 2019,1165333,2559138.47,-
OPTFUT,12 Jun 2019,13315,67849.47,-
FUTCOM,12 Jun 2019,1253455,2626337.74,-
OPTFUT,13 Jun 2019,16499,69204.15,-
FUTCOM,13 Jun 2019,1561667,3171103.25,-
OPTFUT,14 Jun 2019,12930,87297.42,-
FUTCOM,14 Jun 2019,1209758,2887575.04,-
OPTFUT,17 Jun 2019,15494,101768.4,-
FUTCOM,17 Jun 2019,965456,2352482.65,-
FUTCOM,18 Jun 2019,1496956,3460484.53,-
OPTFUT,18 Jun 2019,6361,56365.61,-
OPTFUT,19 Jun 2019,3415,20166.03,-
FUTCOM,19 Jun 2019,1082085,2513215.53,-
OPTFUT,20 Jun 2019,11356,129983.03,-
FUTCOM,20 Jun 2019,1417174,3683341.74,-
OPTFUT,21 Jun 2019,6573,80149.39,-
FUTCOM,21 Jun 2019,1241274,3410637.89,-
FUTCOM,24 Jun 2019,1031452,2589329.58,-
OPTFUT,24 Jun 2019,5488,62186.69,-
OPTFUT,25 Jun 2019,7476,119137.65,-
FUTCOM,25 Jun 2019,1248692,3511738.64,-
OPTFUT,26 Jun 2019,8702,82501.39,-
FUTCOM,26 Jun 2019,1074804,3020072.47,-
FUTCOM,27 Jun 2019,1046604,2731858.49,-
OPTFUT,27 Jun 2019,4630,46386.2,-
FUTCOM,28 Jun 2019,1009373,2784127.08,-
OPTFUT,28 Jun 2019,4667,61504.8,-
OPTFUT,01 Jul 2019,8944,94858.77,-
FUTCOM,01 Jul 2019,1252984,3327779.66,-
FUTCOM,02 Jul 2019,1388637,3262321.4,-
OPTFUT,02 Jul 2019,9895,74795.69,-
OPTFUT,03 Jul 2019,9853,99586.97,-
FUTCOM,03 Jul 2019,1281703,3194397.0,-
FUTCOM,04 Jul 2019,825083,2152400.37,-
OPTFUT,04 Jul 2019,3284,22617.19,-
OPTFUT,05 Jul 2019,9134,141195.24,-
FUTCOM,05 Jul 2019,1409121,4309981.22,-
OPTFUT,08 Jul 2019,9668,94484.86,-
FUTCOM,08 Jul 2019,1124834,2797635.48,-
FUTCOM,09 Jul 2019,1119521,2968966.68,-
OPTFUT,09 Jul 2019,7497,67826.53,-
FUTCOM,10 Jul 2019,1106586,3102213.23,-
OPTFUT,10 Jul 2019,13251,107481.97,-
OPTFUT,11 Jul 2019,8271,84422.06,-
FUTCOM,11 Jul 2019,1054399,3132079.77,-
OPTFUT,12 Jul 2019,7513,79293.64,-
FUTCOM,12 Jul 2019,939576,2725391.94,-
FUTCOM,15 Jul 2019,1125009,2885756.56,-
OPTFUT,15 Jul 2019,10335,84009.93,-
FUTCOM,16 Jul 2019,1327516,3718168.61,-
OPTFUT,16 Jul 2019,18255,138956.89,-
FUTCOM,17 Jul 2019,1262994,3443065.39,-
OPTFUT,17 Jul 2019,24463,169962.75,-
OPTFUT,18 Jul 2019,9684,138211.6,-
FUTCOM,18 Jul 2019,1445065,3839155.03,-
FUTCOM,19 Jul 2019,1421227,4048473.28,-
OPTFUT,19 Jul 2019,6722,99837.01,-
OPTFUT,22 Jul 2019,6148,66558.89,-
FUTCOM,22 Jul 2019,1174897,2847279.99,-
FUTCOM,23 Jul 2019,1117738,3050751.69,-
OPTFUT,23 Jul 2019,5578,86256.62,-
OPTFUT,24 Jul 2019,6672,72681.38,-
FUTCOM,24 Jul 2019,1235656,3088836.31,-
OPTFUT,25 Jul 2019,4257,51230.84,-
FUTCOM,25 Jul 2019,1160269,3121548.08,-
FUTCOM,26 Jul 2019,1057808,2568020.48,-
OPTFUT,26 Jul 2019,5158,80672.89,-
FUTCOM,29 Jul 2019,1128909,2671886.44,-
OPTFUT,29 Jul 2019,6624,114632.69,-
OPTFUT,30 Jul 2019,6189,61520.57,-
FUTCOM,30 Jul 2019,1010905,3158631.74,-
FUTCOM,31 Jul 2019,1054847,2968580.98,-
OPTFUT,31 Jul 2019,7442,73178.3,-
FUTCOM,01 Aug 2019,1460346,3750431.21,-
OPTFUT,01 Aug 2019,13228,94394.38,-
OPTFUT,02 Aug 2019,13129,113912.02,-
FUTCOM,02 Aug 2019,1431025,3608853.22,-
FUTCOM,05 Aug 2019,1482670,3960820.58,-
OPTFUT,05 Aug 2019,16347,187816.71,-
FUTCOM,06 Aug 2019,1154613,3011573.85,-
OPTFUT,06 Aug 2019,8390,78621.94,-
FUTCOM,07 Aug 2019,1734566,4451955.29,-
OPTFUT,07 Aug 2019,28346,210118.12,-
FUTCOM,08 Aug 2019,1391464,3389210.66,-
OPTFUT,08 Aug 2019,14643,110283.48,-
FUTCOM,09 Aug 2019,1336047,3196285.07,-
OPTFUT,09 Aug 2019,24033,127461.27,-
FUTCOM,12 Aug 2019,698487,1561450.67,-
OPTFUT,12 Aug 2019,8796,51522.5,-
FUTCOM,13 Aug 2019,1570340,4387683.94,-
OPTFUT,13 Aug 2019,25987,217272.16,-
FUTCOM,14 Aug 2019,1498807,3798904.0,-
OPTFUT,14 Aug 2019,30287,183606.42,-
OPTFUT,16 Aug 2019,5978,64407.87,-
FUTCOM,16 Aug 2019,1270315,3062959.95,-
FUTCOM,19 Aug 2019,1308370,3338832.62,-
OPTFUT,19 Aug 2019,7521,74067.42,-
FUTCOM,20 Aug 2019,1350521,3317228.58,-
OPTFUT,20 Aug 2019,6966,70727.9,-
FUTCOM,21 Aug 2019,1353767,3200687.36,-
OPTFUT,21 Aug 2019,8040,63529.99,-
OPTFUT,22 Aug 2019,7218,67829.59,-
FUTCOM,22 Aug 2019,1255950,3084260.57,-
OPTFUT,23 Aug 2019,12733,106166.17,-
FUTCOM,23 Aug 2019,1510034,3941798.29,-
OPTFUT,26 Aug 2019,13277,137613.07,-
FUTCOM,26 Aug 2019,1463707,3717904.81,-
OPTFUT,27 Aug 2019,8941,81193.44,-
FUTCOM,27 Aug 2019,1256414,3273007.21,-
FUTCOM,28 Aug 2019,1375833,3623939.09,-
OPTFUT,28 Aug 2019,14812,122775.12,-
OPTFUT,29 Aug 2019,7676,83481.8,-
FUTCOM,29 Aug 2019,1296744,3836234.55,-
OPTFUT,30 Aug 2019,11938,86159.06,-
FUTCOM,30 Aug 2019,1494722,3910236.88,-
OPTFUT,02 Sep 2019,2999,23341.07,-
FUTCOM,02 Sep 2019,650593,1602540.04,-
OPTFUT,03 Sep 2019,12239,112792.44,-
FUTCOM,03 Sep 2019,1471216,4101431.04,-
OPTFUT,04 Sep 2019,17231,131318.78,-
FUTCOM,04 Sep 2019,1557495,4200162.5,-
FUTCOM,05 Sep 2019,1663500,4650102.86,-
OPTFUT,05 Sep 2019,16879,149344.15,-
OPTFUT,06 Sep 2019,21509,207005.16,-
FUTCOM,06 Sep 2019,1795169,4953603.41,-
FUTCOM,09 Sep 2019,1487563,3874429.07,-
OPTFUT,09 Sep 2019,16972,124084.29,-
FUTCOM,10 Sep 2019,1039005,2580900.79,-
OPTFUT,10 Sep 2019,12955,82572.92,-
FUTCOM,11 Sep 2019,1613329,4018088.13,-
OPTFUT,11 Sep 2019,28922,188556.13,-
FUTCOM,12 Sep 2019,1865133,5017905.01,-
OPTFUT,12 Sep 2019,28996,215117.28,-
OPTFUT,13 Sep 2019,21174,184781.89,-
FUTCOM,13 Sep 2019,1604130,4020639.28,-
FUTCOM,16 Sep 2019,1962735,4515395.41,-
OPTFUT,16 Sep 2019,65016,365293.6,-
OPTFUT,17 Sep 2019,48233,256926.81,-
FUTCOM,17 Sep 2019,2062557,4695598.91,-
OPTFUT,18 Sep 2019,8001,99225.78,-
FUTCOM,18 Sep 2019,1329809,3302227.93,-
FUTCOM,19 Sep 2019,1370767,3378583.62,-
OPTFUT,19 Sep 2019,11640,125637.96,-
OPTFUT,20 Sep 2019,8509,113192.44,-
FUTCOM,20 Sep 2019,1149250,3051881.56,-
FUTCOM,23 Sep 2019,1181513,3189766.33,-
OPTFUT,23 Sep 2019,10139,104334.46,-
FUTCOM,24 Sep 2019,1120913,3223960.25,-
OPTFUT,24 Sep 2019,8878,113778.76,-
OPTFUT,25 Sep 2019,13561,167264.64,-
FUTCOM,25 Sep 2019,1154791,3306068.44,-
OPTFUT,26 Sep 2019,12349,165653.69,-
FUTCOM,26 Sep 2019,1285803,3483331.63,-
FUTCOM,27 Sep 2019,1469735,4043283.6,-
OPTFUT,27 Sep 2019,15490,127802.02,-
OPTFUT,30 Sep 2019,10569,87803.06,-
FUTCOM,30 Sep 2019,1176301,3399614.67,-
OPTFUT,01 Oct 2019,15083,122195.0,-
FUTCOM,01 Oct 2019,1310779,3528817.48,-
FUTCOM,03 Oct 2019,1447702,3693062.94,-
OPTFUT,03 Oct 2019,20888,171383.89,-
FUTCOM,04 Oct 2019,1424117,3416071.28,-
OPTFUT,04 Oct 2019,12928,82944.14,-
FUTCOM,07 Oct 2019,1127719,2697334.27,-
OPTFUT,07 Oct 2019,11404,73313.84,-
FUTCOM,08 Oct 2019,779539,1799708.08,-
OPTFUT,08 Oct 2019,9211,47662.27,-
OPTFUT,09 Oct 2019,12978,78699.23,-
FUTCOM,09 Oct 2019,1378470,3162038.14,-
FUTCOM,10 Oct 2019,1350450,3222696.19,-
OPTFUT,10 Oct 2019,12823,76703.4,-
OPTFUT,11 Oct 2019,21067,131137.13,-
FUTCOM,11 Oct 2019,1506410,3695439.34,-
OPTFUT,14 Oct 2019,13480,81695.17,-
FUTCOM,14 Oct 2019,1278406,3154146.72,-
OPTFUT,15 Oct 2019,15681,88517.34,-
FUTCOM,15 Oct 2019,1467895,3490878.61,-
OPTFUT,16 Oct 2019,18525,100981.07,-
FUTCOM,16 Oct 2019,1422947,3645699.79,-
FUTCOM,17 Oct 2019,1294532,3195540.55,-
OPTFUT,17 Oct 2019,25490,121281.81,-
OPTFUT,18 Oct 2019,4973,38570.44,-
FUTCOM,18 Oct 2019,1266127,3050016.11,-
FUTCOM,21 Oct 2019,830968,1948174.87,-
OPTFUT,21 Oct 2019,4078,29322.14,-
FUTCOM,22 Oct 2019,1310749,3053216.59,-
OPTFUT,22 Oct 2019,4903,37992.16,-
FUTCOM,23 Oct 2019,1304930,2956394.95,-
OPTFUT,23 Oct 2019,8690,51314.37,-
FUTCOM,24 Oct 2019,1206984,3011619.54,-
OPTFUT,24 Oct 2019,5966,59301.16,-
FUTCOM,25 Oct 2019,1225986,3381558.99,-
OPTFUT,25 Oct 2019,5341,69183.0,-
FUTCOM,27 Oct 2019,59642,158816.05,-
OPTFUT,27 Oct 2019,267,1602.43,-
FUTCOM,28 Oct 2019,700252,1654456.39,-
OPTFUT,28 Oct 2019,3541,35603.87,-
FUTCOM,29 Oct 2019,1220987,2946390.69,-
OPTFUT,29 Oct 2019,7836,61510.89,-
OPTFUT,30 Oct 2019,8231,67281.14,-
FUTCOM,30 Oct 2019,1237557,2927951.34,-
FUTCOM,31 Oct 2019,1411132,3529739.29,-
OPTFUT,31 Oct 2019,13200,157738.42,-
FUTCOM,01 Nov 2019,1261915,3030418.57,-
OPTFUT,01 Nov 2019,9424,75019.22,-
OPTFUT,04 Nov 2019,20608,121453.78,-
FUTCOM,04 Nov 2019,1232080,2959341.33,-
OPTFUT,05 Nov 2019,16436,125346.84,-
FUTCOM,05 Nov 2019,1255381,3501938.3,-
FUTCOM,06 Nov 2019,1548688,3692022.03,-
OPTFUT,06 Nov 2019,21515,140277.9,-
FUTCOM,07 Nov 2019,1476620,4001020.89,-
OPTFUT,07 Nov 2019,18530,158512.73,-
OPTFUT,08 Nov 2019,20126,144973.47,-
FUTCOM,08 Nov 2019,1451818,3658359.61,-
OPTFUT,11 Nov 2019,13488,88418.03,-
FUTCOM,11 Nov 2019,1302946,3189867.7,-
OPTFUT,12 Nov 2019,8156,54071.3,-
FUTCOM,12 Nov 2019,794245,1894279.39,-
OPTFUT,13 Nov 2019,19375,134870.37,-
FUTCOM,13 Nov 2019,1215636,3148228.19,-
OPTFUT,14 Nov 2019,18683,118874.7,-
FUTCOM,14 Nov 2019,1263950,3358786.77,-
FUTCOM,15 Nov 2019,1168719,2900725.69,-
OPTFUT,15 Nov 2019,29520,161811.44,-
FUTCOM,18 Nov 2019,1254833,3216526.96,-
OPTFUT,18 Nov 2019,7213,86399.9,-
OPTFUT,19 Nov 2019,8098,93949.97,-
FUTCOM,19 Nov 2019,1343915,3401103.83,-
FUTCOM,20 Nov 2019,1457861,3546383.47,-
OPTFUT,20 Nov 2019,11037,102292.22,-
FUTCOM,21 Nov 2019,1382946,3354512.44,-
OPTFUT,21 Nov 2019,10085,82485.97,-
FUTCOM,22 Nov 2019,1430415,3646314.75,-
OPTFUT,22 Nov 2019,7770,71332.09,-
FUTCOM,25 Nov 2019,1358998,3396201.64,-
OPTFUT,25 Nov 2019,8372,99177.6,-
OPTFUT,26 Nov 2019,8183,115693.36,-
FUTCOM,26 Nov 2019,1200698,3151475.24,-
OPTFUT,27 Nov 2019,7037,45861.77,-
FUTCOM,27 Nov 2019,1139615,2941749.62,-
OPTFUT,28 Nov 2019,4621,28325.12,-
FUTCOM,28 Nov 2019,791567,2320832.6,-
OPTFUT,29 Nov 2019,13895,72801.43,-
FUTCOM,29 Nov 2019,1408235,3616742.81,-
OPTFUT,02 Dec 2019,10086,53526.73,-
FUTCOM,02 Dec 2019,1368296,3290029.97,-
OPTFUT,03 Dec 2019,10655,72464.02,-
FUTCOM,03 Dec 2019,1404725,3693347.06,-
FUTCOM,04 Dec 2019,1590208,3994116.92,-
OPTFUT,04 Dec 2019,19831,116123.75,-
OPTFUT,05 Dec 2019,11840,64585.69,-
FUTCOM,05 Dec 2019,1413756,3359004.99,-
FUTCOM,06 Dec 2019,1458910,3633927.68,-
OPTFUT,06 Dec 2019,17532,94459.66,-
FUTCOM,09 Dec 2019,1058640,2601305.75,-
OPTFUT,09 Dec 2019,10797,58990.8,-
OPTFUT,10 Dec 2019,10081,51835.63,-
FUTCOM,10 Dec 2019,1146141,2899224.79,-
FUTCOM,11 Dec 2019,1142632,2965947.93,-
OPTFUT,11 Dec 2019,12237,62495.67,-
OPTFUT,12 Dec 2019,15440,114541.53,-
FUTCOM,12 Dec 2019,1261912,3770032.85,-
OPTFUT,13 Dec 2019,15198,86640.02,-
FUTCOM,13 Dec 2019,1345201,3777522.83,-
FUTCOM,16 Dec 2019,866119,2506417.5,-
OPTFUT,16 Dec 2019,17380,89668.83,-
OPTFUT,17 Dec 2019,6982,40403.78,-
FUTCOM,17 Dec 2019,958853,2707243.74,-
OPTFUT,18 Dec 2019,6381,39339.02,-
FUTCOM,18 Dec 2019,1050982,2995965.44,-
OPTFUT,19 Dec 2019,6130,42070.78,-
FUTCOM,19 Dec 2019,591558,2659699.12,-
OPTFUT,20 Dec 2019,9244,53498.84,-
FUTCOM,20 Dec 2019,683736,2987797.21,-
OPTFUT,23 Dec 2019,7835,57604.18,-
FUTCOM,23 Dec 2019,617039,2694719.33,-
FUTCOM,24 Dec 2019,605134,2579746.83,-
OPTFUT,24 Dec 2019,7769,71792.01,-
OPTFUT,26 Dec 2019,10103,88725.74,-
FUTCOM,26 Dec 2019,693546,3033900.88,-
FUTCOM,27 Dec 2019,715113,3020128.32,-
OPTFUT,27 Dec 2019,9041,100311.05,-
OPTFUT,30 Dec 2019,8958,60692.79,-
FUTCOM,30 Dec 2019,651611,2775361.03,-
OPTFUT,31 Dec 2019,15709,118545.64,-
FUTCOM,31 Dec 2019,774094,3357214.54,-
OPTFUT,01 Jan 2018,38,1124.94,-
FUTCOM,01 Jan 2018,137424,349463.75,-
OPTFUT,02 Jan 2018,192,5671.73,-
FUTCOM,02 Jan 2018,810910,2195857.46,-
FUTCOM,03 Jan 2018,776556,2073582.5,-
OPTFUT,03 Jan 2018,206,6083.23,-
OPTFUT,04 Jan 2018,123,3606.88,-
FUTCOM,04 Jan 2018,816263,2252260.21,-
OPTFUT,05 Jan 2018,170,4957.43,-
FUTCOM,05 Jan 2018,775982,2103147.14,-
FUTCOM,08 Jan 2018,705144,1947943.99,-
OPTFUT,08 Jan 2018,126,3725.11,-
OPTFUT,09 Jan 2018,182,5339.11,-
FUTCOM,09 Jan 2018,796342,2145761.98,-
OPTFUT,10 Jan 2018,526,15465.15,-
FUTCOM,10 Jan 2018,852211,2445913.41,-
FUTCOM,11 Jan 2018,840893,2313748.31,-
OPTFUT,11 Jan 2018,163,4784.83,-
FUTCOM,12 Jan 2018,858455,2457534.88,-
OPTFUT,12 Jan 2018,716,21192.15,-
OPTFUT,15 Jan 2018,537,16043.84,-
FUTCOM,15 Jan 2018,609339,1711286.51,-
FUTCOM,16 Jan 2018,885534,2500595.56,-
OPTFUT,16 Jan 2018,400,11914.59,-
OPTFUT,17 Jan 2018,205,6114.11,-
FUTCOM,17 Jan 2018,779217,2209353.38,-
FUTCOM,18 Jan 2018,808605,2293552.25,-
OPTFUT,18 Jan 2018,189,5621.8,-
FUTCOM,19 Jan 2018,884888,2438429.96,-
OPTFUT,19 Jan 2018,141,4178.39,-
OPTFUT,22 Jan 2018,192,5720.94,-
FUTCOM,22 Jan 2018,690473,1964670.2,-
FUTCOM,23 Jan 2018,913169,2582106.7,-
OPTFUT,23 Jan 2018,302,9015.97,-
FUTCOM,24 Jan 2018,1074734,3101611.13,-
OPTFUT,24 Jan 2018,273,8187.83,-
OPTFUT,25 Jan 2018,232,6989.12,-
FUTCOM,25 Jan 2018,903130,2628377.37,-
FUTCOM,29 Jan 2018,770419,2247252.22,-
OPTFUT,29 Jan 2018,494,14717.13,-
OPTFUT,30 Jan 2018,85,2562.66,-
FUTCOM,30 Jan 2018,861274,2562554.4,-
FUTCOM,31 Jan 2018,892577,2660791.32,-
OPTFUT,31 Jan 2018,249,7441.57,-
FUTCOM,01 Feb 2018,925861,2827910.3,-
OPTFUT,01 Feb 2018,177,5371.46,-
OPTFUT,02 Feb 2018,130,3899.18,-
FUTCOM,02 Feb 2018,973049,2758131.59,-
OPTFUT,05 Feb 2018,68,2045.88,-
FUTCOM,05 Feb 2018,853969,2289666.97,-
FUTCOM,06 Feb 2018,946652,2634294.48,-
OPTFUT,06 Feb 2018,110,3373.38,-
OPTFUT,07 Feb 2018,85,2544.4,-
FUTCOM,07 Feb 2018,1127243,2969227.61,-
OPTFUT,08 Feb 2018,123,3689.08,-
FUTCOM,08 Feb 2018,998321,2719162.44,-
FUTCOM,09 Feb 2018,926422,2590126.03,-
OPTFUT,09 Feb 2018,60,1822.06,-
FUTCOM,12 Feb 2018,854784,2103441.92,-
OPTFUT,12 Feb 2018,106,3221.8,-
OPTFUT,13 Feb 2018,6,175.68,-
FUTCOM,13 Feb 2018,577841,1439458.66,-
OPTFUT,14 Feb 2018,128,3858.1,-
FUTCOM,14 Feb 2018,1117144,3068958.66,-
FUTCOM,15 Feb 2018,1076233,2699477.82,-
OPTFUT,15 Feb 2018,131,3962.11,-
FUTCOM,16 Feb 2018,1006835,2514852.29,-
OPTFUT,16 Feb 2018,180,5457.15,-
OPTFUT,19 Feb 2018,15,452.16,-
FUTCOM,19 Feb 2018,608165,1646210.56,-
FUTCOM,20 Feb 2018,902680,2456635.26,-
OPTFUT,20 Feb 2018,62,1884.38,-
OPTFUT,21 Feb 2018,51,1558.08,-
FUTCOM,21 Feb 2018,908597,2394868.05,-
FUTCOM,22 Feb 2018,995221,2652101.64,-
OPTFUT,22 Feb 2018,72,2219.1,-
OPTFUT,23 Feb 2018,20,617.34,-
FUTCOM,23 Feb 2018,800653,2195803.03,-
FUTCOM,26 Feb 2018,878885,2277538.69,-
OPTFUT,26 Feb 2018,18,547.08,-
FUTCOM,27 Feb 2018,908359,2652984.63,-
OPTFUT,27 Feb 2018,48,1459.02,-
OPTFUT,28 Feb 2018,83,2499.72,-
FUTCOM,28 Feb 2018,1009322,2815659.93,-
OPTFUT,01 Mar 2018,145,4434.57,-
FUTCOM,01 Mar 2018,1064817,2877361.59,-
FUTCOM,02 Mar 2018,520000,1338078.57,-
OPTFUT,02 Mar 2018,7,213.04,-
FUTCOM,05 Mar 2018,879139,2345141.71,-
OPTFUT,05 Mar 2018,43,1307.38,-
OPTFUT,06 Mar 2018,77,2331.32,-
FUTCOM,06 Mar 2018,914524,2554551.93,-
FUTCOM,07 Mar 2018,1044211,2715571.17,-
OPTFUT,07 Mar 2018,42,1276.85,-
FUTCOM,08 Mar 2018,883925,2389834.76,-
OPTFUT,08 Mar 2018,20,604.57,-
FUTCOM,09 Mar 2018,986410,2798389.87,-
OPTFUT,09 Mar 2018,74,2258.14,-
OPTFUT,12 Mar 2018,67,2049.13,-
FUTCOM,12 Mar 2018,815882,2144345.3,-
FUTCOM,13 Mar 2018,988851,2585106.2,-
OPTFUT,13 Mar 2018,22,661.22,-
OPTFUT,14 Mar 2018,43,1311.51,-
FUTCOM,14 Mar 2018,1088476,2900573.6,-
OPTFUT,15 Mar 2018,36,1088.82,-
FUTCOM,15 Mar 2018,840653,2279078.32,-
FUTCOM,16 Mar 2018,828929,2377938.61,-
OPTFUT,16 Mar 2018,90,2737.77,-
OPTFUT,19 Mar 2018,142,4303.53,-
FUTCOM,19 Mar 2018,912141,2509065.9,-
OPTFUT,20 Mar 2018,33,997.77,-
FUTCOM,20 Mar 2018,904855,2515840.89,-
OPTFUT,21 Mar 2018,157,4757.1,-
FUTCOM,21 Mar 2018,980918,2790547.23,-
FUTCOM,22 Mar 2018,913064,2539317.18,-
OPTFUT,22 Mar 2018,238,7218.52,-
FUTCOM,23 Mar 2018,971526,2712056.7,-
OPTFUT,23 Mar 2018,470,14522.26,-
FUTCOM,26 Mar 2018,844250,2382768.76,-
OPTFUT,26 Mar 2018,218,6682.74,-
FUTCOM,27 Mar 2018,867129,2547703.61,-
OPTFUT,27 Mar 2018,340,10464.15,-
FUTCOM,28 Mar 2018,923482,2588973.52,-
OPTFUT,28 Mar 2018,28,864.08,-
OPTFUT,29 Mar 2018,10,308.35,-
FUTCOM,29 Mar 2018,488886,1309185.22,-
OPTFUT,02 Apr 2018,163,5028.1,-
FUTCOM,02 Apr 2018,785254,2016519.88,-
